0,707.798794504587,517.874113604121,438.386675495925,484.587002055719,503.847392781078,479.956396829779,342.104439952132,323.28795976874,331.303221853851,372.779432490784,635.87488507077,536.580268339453
707.798794504587,0,611.296967290433,531.809529182238,588.41081885134,649.580400419414,573.379250516091,428.775078151896,414.918297002376,426.063510022317,466.202286177097,85.0024165275232,630.003122025766
517.874113604121,611.296967290433,0,79.9426528503708,86.0577178661741,68.0375513621011,212.902286260421,183.340502879654,206.160779767761,187.164598304472,145.855544244916,539.373057856617,30.386274919615
438.386675495925,531.809529182238,79.9426528503708,0,82.15238469141,120.337910855166,133.414848152225,103.853064771458,126.673341659565,107.677160196276,66.3681061367199,459.885619748421,98.6488075857031
484.587002055719,588.41081885134,86.0577178661741,82.15238469141,0,65.4176065412316,202.290329558316,166.163792004806,179.830822657181,163.376382293257,135.243587542811,516.486909417524,113.814362434356
503.847392781078,649.580400419414,68.0375513621011,120.337910855166,65.4176065412316,0,251.185719389402,221.623936008635,241.833873689965,225.379433326042,184.138977373897,577.656490985598,90.5462092312293
479.956396829779,573.379250516091,212.902286260421,133.414848152225,202.290329558316,251.185719389402,0,145.422786105312,168.243062993419,149.24688153013,107.176964338994,501.455341082275,231.608440995753
342.104439952132,428.775078151896,183.340502879654,103.853064771458,166.163792004806,221.623936008635,145.422786105312,0,29.2677448718437,10.8012180982806,38.2458217663172,356.851168718079,202.046657614986
323.28795976874,414.918297002376,206.160779767761,126.673341659565,179.830822657181,241.833873689965,168.243062993419,29.2677448718437,0,19.1737040149327,61.0660986544244,342.99438756856,224.866934503093
331.303221853851,426.063510022317,187.164598304472,107.677160196276,163.376382293257,225.379433326042,149.24688153013,10.8012180982806,19.1737040149327,0,42.0699171911356,354.1396005885,205.870753039805
372.779432490784,466.202286177097,145.855544244916,66.3681061367199,135.243587542811,184.138977373897,107.176964338994,38.2458217663172,61.0660986544244,42.0699171911356,0,394.27837674328,164.561698980248
635.87488507077,85.0024165275232,539.373057856617,459.885619748421,516.486909417524,577.656490985598,501.455341082275,356.851168718079,342.99438756856,354.1396005885,394.27837674328,0,558.079212591949
536.580268339453,630.003122025766,30.386274919615,98.6488075857031,113.814362434356,90.5462092312293,231.608440995753,202.046657614986,224.866934503093,205.870753039805,164.561698980248,558.079212591949,0
